numero_linha,nome_arquivo,tipo_documento,caminho_campo,nome_prisma,tabela_prisma,confianca_mapeamento,observacao_mapeamento,chave_json,valor_extraido,preenchido
1133,amostra-bl.pdf,INVOICE,document.originCountry,,,,,originCountry,ITALY,sim
1134,amostra-bl.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
1135,amostra-bl.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
1136,amostra-bl.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1137,amostra-bl.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,PERONI POMPE SpA,sim
1138,amostra-bl.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Via Tacito, 4 - 20094 Corsico (MI) Italia",sim
1139,amostra-bl.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Italy,sim
1140,amostra-bl.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1141,amostra-bl.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Corsico,sim
1142,amostra-bl.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20094,sim
1143,amostra-bl.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,IT 00745820159,sim
1144,amostra-bl.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,+39 02 489 40.1,sim
1145,amostra-bl.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
1146,amostra-bl.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,SUPERQUIP SERVICOS E EQUIPAMENTOS TECNICOS LTDA,sim
1147,amostra-bl.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,RUA MEXICO 3-18° ANDAR CENTRO 20031-144 RIO DE JANEIRO RJ BRASILEIRA,sim
1148,amostra-bl.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
1149,amostra-bl.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,RJ,sim
1150,amostra-bl.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,RIO DE JANEIRO,sim
1151,amostra-bl.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20031-144,sim
1152,amostra-bl.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ30712061/0001-42,sim
1153,amostra-bl.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,+55.21.22625355,sim
1154,amostra-bl.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
1155,amostra-bl.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
1156,amostra-bl.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
1157,amostra-bl.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
1158,amostra-bl.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
1159,amostra-bl.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
1160,amostra-bl.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
1161,amostra-bl.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
1162,amostra-bl.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
1163,amostra-bl.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
1164,amostra-bl.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
1165,amostra-bl.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
1166,amostra-bl.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
1167,amostra-bl.pdf,INVOICE,payment.method,,,,,method,,nao
1168,amostra-bl.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,60 DAYS INVOICE DATE,sim
1169,amostra-bl.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
1170,amostra-bl.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
1171,amostra-bl.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
1172,amostra-bl.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
1173,amostra-bl.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
1174,amostra-bl.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
1175,amostra-bl.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
1176,amostra-bl.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"7,50 KG",sim
1177,amostra-bl.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"5,00 KG",sim
1178,amostra-bl.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
1179,amostra-bl.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
1180,amostra-bl.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,05 MC",sim
1181,amostra-bl.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
1182,amostra-bl.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
1183,amostra-bl.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
1184,amostra-bl.pdf,INVOICE,items_quantity,,,,,items_quantity,7,sim
1185,amostra-bl.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,4323.00,sim
1186,amostra-bl.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
1187,amostra-bl.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
1188,amostra-bl.pdf,INVOICE,observations,,,,,observations,DEL. NO 157112 of 29/01/25 Our ref. 2819563 B | Your ref. order 29/10/24 101H/24 Our ref. order 4 24690 2024/97 & 27003 | GOODS OF ITALIAN ORIGIN DESTINED TO EXPORT | COMMODITY: SPARE PARTS FOR PUMPS | CUSTOMS TARIFF: 8413.9100 | NO. 1 CARTON BOX DIM CMS 40x30x30,sim
1189,amostra-bl.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
1190,amostra-bl.pdf,INVOICE,additionalFields.Código do Cliente,,,,,Código do Cliente,0503SU20000,sim
1191,amostra-bl.pdf,INVOICE,additionalFields.Ordem de Trabalho,,,,,Ordem de Trabalho,4O690,sim
1192,amostra-bl.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,SEEGER RING D 75,sim
1193,amostra-bl.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
1194,amostra-bl.pdf,INVOICE,items[].weights.unit,,,,,unit,PZ,sim
1195,amostra-bl.pdf,INVOICE,items[].weights.net,,,,,net,,nao
1196,amostra-bl.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
1197,amostra-bl.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
1198,amostra-bl.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
1199,amostra-bl.pdf,INVOICE,items[].volume.size,,,,,size,,nao
1200,amostra-bl.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
1201,amostra-bl.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,EBF000002052H99,sim
1202,amostra-bl.pdf,INVOICE,items[].poNumber,,,,,poNumber,4513792426,sim
1203,amostra-bl.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,"2,00",sim
1204,amostra-bl.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,Eur,sim
1205,amostra-bl.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,"35,000",sim
1206,amostra-bl.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,"70,00",sim
1207,amostra-bl.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
1208,amostra-bl.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
1209,amostra-bl.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
1210,amostra-bl.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
1211,amostra-bl.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,2250126,sim
1212,amostra-bl.pdf,INVOICE,document.documentType,,,,,documentType,Invoice,sim
1213,amostra-bl.pdf,INVOICE,document.documentDate,,,,,documentDate,2025-01-24,sim
1214,amostra-bl.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
1215,amostra-bl.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,EX WORKS,sim
1216,amostra-bl.pdf,INVOICE,document.originCountry,,,,,originCountry,ITALY,sim
1217,amostra-bl.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
1218,amostra-bl.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
1219,amostra-bl.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1220,amostra-bl.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,PERONI POMPE SpA,sim
1221,amostra-bl.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Via Tacito, 4 - 20094 Corsico (MI) Italia",sim
1222,amostra-bl.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Italy,sim
1223,amostra-bl.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1224,amostra-bl.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Corsico,sim
1225,amostra-bl.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20094,sim
1226,amostra-bl.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,IT 00745820159,sim
1227,amostra-bl.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,+39 02 489 40.1,sim
1228,amostra-bl.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
1229,amostra-bl.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,SUPERQUIP SERVICOS E EQUIPAMENTOS TECNICOS LTDA,sim
1230,amostra-bl.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,RUA MEXICO 3-18° ANDAR CENTRO 20031-144 RIO DE JANEIRO RJ BRASILEIRA,sim
1231,amostra-bl.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
1232,amostra-bl.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,RJ,sim
1233,amostra-bl.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,RIO DE JANEIRO,sim
1234,amostra-bl.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20031-144,sim
1235,amostra-bl.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ30712061/0001-42,sim
1236,amostra-bl.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,+55.21.22625355,sim
1237,amostra-bl.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
1238,amostra-bl.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
1239,amostra-bl.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
1240,amostra-bl.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
1241,amostra-bl.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
1242,amostra-bl.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
1243,amostra-bl.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
1244,amostra-bl.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
1245,amostra-bl.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
1246,amostra-bl.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
1247,amostra-bl.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
1248,amostra-bl.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
1249,amostra-bl.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
1250,amostra-bl.pdf,INVOICE,payment.method,,,,,method,,nao
1251,amostra-bl.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,60 DAYS INVOICE DATE,sim
1252,amostra-bl.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
1253,amostra-bl.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
1254,amostra-bl.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
1255,amostra-bl.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
1256,amostra-bl.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
1257,amostra-bl.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
1258,amostra-bl.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
1259,amostra-bl.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"13,00 KG",sim
1260,amostra-bl.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"10,36 KG",sim
1261,amostra-bl.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
1262,amostra-bl.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
1263,amostra-bl.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,05 MC",sim
1264,amostra-bl.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
1265,amostra-bl.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
1266,amostra-bl.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
1267,amostra-bl.pdf,INVOICE,items_quantity,,,,,items_quantity,11,sim
1268,amostra-bl.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,36299.00,sim
1269,amostra-bl.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
1270,amostra-bl.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
1271,amostra-bl.pdf,INVOICE,observations,,,,,observations,DEL. NO 157101 of 23/01/25 Our ref. 2819578 B | Your ref. order 29/10/24 003Y/24 Our ref. order 4 24691 2024/97 & 27003 | GOODS OF ITALIAN ORIGIN DESTINED TO EXPORT | COMMODITY: SPARE PARTS FOR PUMPS | CUSTOMS TARIFF: 8413.9100 | NO. 1 CARTON BOX DIM CMS 40x30x30,sim
1272,amostra-bl.pdf,INVOICE,isSigned,,,,,isSigned,false,sim
1273,amostra-bl.pdf,INVOICE,additionalFields.Código do Cliente,,,,,Código do Cliente,0503SU20000,sim
1274,amostra-bl.pdf,INVOICE,additionalFields.Ordem de Trabalho,,,,,Ordem de Trabalho,4O691,sim
1275,amostra-bl.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,GUIDE RING ø55,sim
1276,amostra-bl.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
1277,amostra-bl.pdf,INVOICE,items[].weights.unit,,,,,unit,PZ,sim
1278,amostra-bl.pdf,INVOICE,items[].weights.net,,,,,net,,nao
1279,amostra-bl.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
1280,amostra-bl.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
1281,amostra-bl.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
1282,amostra-bl.pdf,INVOICE,items[].volume.size,,,,,size,,nao
1283,amostra-bl.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
1284,amostra-bl.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,3110N0138M00X11,sim
1285,amostra-bl.pdf,INVOICE,items[].poNumber,,,,,poNumber,4513794585,sim
1286,amostra-bl.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,"12,00",sim
1287,amostra-bl.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,Eur,sim
1288,amostra-bl.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,"46,000",sim
1289,amostra-bl.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,"552,00",sim
1290,amostra-bl.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
1291,amostra-bl.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
1292,amostra-bl.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
1293,amostra-bl.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
1294,amostra-bl.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,2250076,sim
1295,amostra-bl.pdf,INVOICE,document.documentType,,,,,documentType,Invoice,sim
1296,amostra-bl.pdf,INVOICE,document.documentDate,,,,,documentDate,2025-01-13,sim
1297,amostra-bl.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
1298,amostra-bl.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,EX WORKS,sim
1299,amostra-bl.pdf,INVOICE,document.originCountry,,,,,originCountry,ITALY,sim
1300,amostra-bl.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,,nao
1301,amostra-bl.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,,nao
1302,amostra-bl.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
1303,amostra-bl.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,PERONI POMPE SpA,sim
1304,amostra-bl.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Via Tacito, 4 - 20094 Corsico (MI) Italia",sim
1305,amostra-bl.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Italy,sim
1306,amostra-bl.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
1307,amostra-bl.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Corsico,sim
1308,amostra-bl.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20094,sim
1309,amostra-bl.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,IT 00745820159,sim
1310,amostra-bl.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,+39 02 489 40.1,sim
1311,amostra-bl.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
1312,amostra-bl.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,SUPERQUIP SERVICOS E EQUIPAMENTOS TECNICOS LTDA,sim
1313,amostra-bl.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,RUA MEXICO 3-18° ANDAR CENTRO 20031-144 RIO DE JANEIRO RJ BRASILEIRA,sim
1314,amostra-bl.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,BRASIL,sim
1315,amostra-bl.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,RJ,sim
1316,amostra-bl.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,RIO DE JANEIRO,sim
1317,amostra-bl.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,20031-144,sim
1318,amostra-bl.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,CNPJ30712061/0001-42,sim
1319,amostra-bl.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,+55.21.22625355,sim
1320,amostra-bl.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
1321,amostra-bl.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
1322,amostra-bl.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
1323,amostra-bl.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
1324,amostra-bl.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
1325,amostra-bl.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
1326,amostra-bl.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
1327,amostra-bl.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
1328,amostra-bl.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
1329,amostra-bl.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
1330,amostra-bl.pdf,INVOICE,shipment.costs.freight,,,,,freight,,nao
1331,amostra-bl.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
1332,amostra-bl.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
1333,amostra-bl.pdf,INVOICE,payment.method,,,,,method,,nao
1334,amostra-bl.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,60 DAYS INVOICE DATE,sim
1335,amostra-bl.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,BANCO BPM S.P.A.,sim
1336,amostra-bl.pdf,INVOICE,bankingDetails.iban,,,,,iban,IT88H0503420100000000001975,sim
1337,amostra-bl.pdf,INVOICE,bankingDetails.swift,,,,,swift,BAPPIT21AI6,sim
1338,amostra-bl.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
1339,amostra-bl.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
1340,amostra-bl.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
1341,amostra-bl.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,"BANCO BPM S.P.A. SWIFT BAPPIT21AI6 VICOLO CONCORDIA, 7-9 BOLLATE MI IBAN:IT88H0503420100000000001975",sim
1342,amostra-bl.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,"11,00 KG",sim
1343,amostra-bl.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,"8,72 KG",sim
1344,amostra-bl.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Boxes,sim
1345,amostra-bl.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
1346,amostra-bl.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,"0,04 MC",sim
1347,amostra-bl.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,"1,00",sim
1348,amostra-bl.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,Eur,sim
1349,amostra-bl.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
1350,amostra-bl.pdf,INVOICE,items_quantity,,,,,items_quantity,7,sim
1351,amostra-bl.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,6276.00,sim
1352,amostra-bl.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
1353,amostra-bl.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
